hasInstallScript,true
includeIP,false
useBase64Conversion,false
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,true
includeByteString,true
includeDomain,3
includeDomainInScript,3
useBuffer,true
useEval,true
useProcess,true
useProcessInScript,true
useFileSystem,true
useFileSystemInScript,true
useNetwork,true
useNetworkInScript,true
useProcessEnv,false
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,false
useOperatingSystem,false
includeObfuscatedCode,false
