hasInstallScript,false
includeIP,false
useBase64Conversion,true
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,false
includeByteString,true
includeDomain,3
includeDomainInScript,0
useBuffer,true
useEval,false
useProcess,true
useProcessInScript,false
useFileSystem,true
useFileSystemInScript,false
useNetwork,true
useNetworkInScript,false
useProcessEnv,true
useProcessEnvInScript,false
containSuspicousString,true
useEncryptAndEncode,true
useOperatingSystem,true
includeObfuscatedCode,false
