hasInstallScript,false
includeIP,false
useBase64Conversion,false
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,false
includeByteString,true
includeDomain,3
includeDomainInScript,0
useBuffer,false
useEval,false
useProcess,true
useProcessInScript,false
useFileSystem,true
useFileSystemInScript,false
useNetwork,true
useNetworkInScript,false
useProcessEnv,true
useProcessEnvInScript,false
containSuspicousString,true
useEncryptAndEncode,false
useOperatingSystem,false
includeObfuscatedCode,false
