# 批量混淆技术查询结果
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:1514:1:1528""]] | PARSE: 11","/package/bin/config.js","1","1514","1","1528"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:1723:1:1737""]] | PARSE: 11","/package/bin/config.js","1","1723","1","1737"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:2032:1:2046""]] | PARSE: 11","/package/bin/config.js","1","2032","1","2046"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:2180:1:2194""]] | PARSE: 11","/package/bin/config.js","1","2180","1","2194"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:2596:1:2610""]] | PARSE: 11","/package/bin/config.js","1","2596","1","2610"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config.js:1:38:1:353""]] to [[""SINK""|""relative:///package/bin/config.js:1:2671:1:2685""]] | PARSE: 11","/package/bin/config.js","1","2671","1","2685"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:1545:1:1561""]] | PARSE: 8","/package/bin/config_storage.js","1","1545","1","1561"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:1680:1:1696""]] | PARSE: 8","/package/bin/config_storage.js","1","1680","1","1696"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:1990:1:2004""]] | PARSE: 8","/package/bin/config_storage.js","1","1990","1","2004"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:2352:1:2366""]] | PARSE: 8","/package/bin/config_storage.js","1","2352","1","2366"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:2642:1:2656""]] | PARSE: 8","/package/bin/config_storage.js","1","2642","1","2656"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:2695:1:2709""]] | PARSE: 8","/package/bin/config_storage.js","1","2695","1","2709"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:2722:1:2736""]] | PARSE: 8","/package/bin/config_storage.js","1","2722","1","2736"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:3000:1:3014""]] | PARSE: 8","/package/bin/config_storage.js","1","3000","1","3014"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:3027:1:3041""]] | PARSE: 8","/package/bin/config_storage.js","1","3027","1","3041"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:3301:1:3315""]] | PARSE: 8","/package/bin/config_storage.js","1","3301","1","3315"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:3358:1:3372""]] | PARSE: 8","/package/bin/config_storage.js","1","3358","1","3372"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:3552:1:3566""]] | PARSE: 8","/package/bin/config_storage.js","1","3552","1","3566"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:4121:1:4135""]] | PARSE: 8","/package/bin/config_storage.js","1","4121","1","4135"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:4193:1:4207""]] | PARSE: 8","/package/bin/config_storage.js","1","4193","1","4207"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:4381:1:4395""]] | PARSE: 8","/package/bin/config_storage.js","1","4381","1","4395"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:4442:1:4456""]] | PARSE: 8","/package/bin/config_storage.js","1","4442","1","4456"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:4736:1:4750""]] | PARSE: 8","/package/bin/config_storage.js","1","4736","1","4750"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:5228:1:5242""]] | PARSE: 8","/package/bin/config_storage.js","1","5228","1","5242"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:5298:1:5312""]] | PARSE: 8","/package/bin/config_storage.js","1","5298","1","5312"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/config_storage.js:1:38:1:487""]] to [[""SINK""|""relative:///package/bin/config_storage.js:1:5495:1:5509""]] | PARSE: 8","/package/bin/config_storage.js","1","5495","1","5509"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/gemini_client.js:1:939:1:1756""]] to [[""SINK""|""relative:///package/bin/gemini_client.js:1:2523:1:2537""]] | PARSE: 12","/package/bin/gemini_client.js","1","2523","1","2537"
"array-parse","Obfuscation","error","[[""SOURCE""|""relative:///package/bin/gemini_client.js:1:939:1:1756""]] to [[""SINK""|""relative:///package/bin/gemini_client.js:1:2560:1:2574""]] | PARSE: 12","/package/bin/gemini_client.js","1","2560","1","2574"
