hasInstallScript,false
includeIP,false
useBase64Conversion,false
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,false
includeByteString,false
includeDomain,0
includeDomainInScript,0
useBuffer,false
useEval,true
useProcess,false
useProcessInScript,false
useFileSystem,false
useFileSystemInScript,false
useNetwork,false
useNetworkInScript,false
useProcessEnv,true
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,false
useOperatingSystem,false
includeObfuscatedCode,false
