hasInstallScript,false
includeIP,true
useBase64Conversion,true
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,false
includeByteString,false
includeDomain,3
includeDomainInScript,0
useBuffer,true
useEval,false
useProcess,false
useProcessInScript,false
useFileSystem,true
useFileSystemInScript,false
useNetwork,true
useNetworkInScript,false
useProcessEnv,false
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,true
useOperatingSystem,false
includeObfuscatedCode,false
