hasInstallScript,true
includeIP,false
useBase64Conversion,false
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,true
includeByteString,false
includeDomain,0
includeDomainInScript,0
useBuffer,true
useEval,false
useProcess,true
useProcessInScript,false
useFileSystem,true
useFileSystemInScript,true
useNetwork,false
useNetworkInScript,false
useProcessEnv,true
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,false
useOperatingSystem,false
includeObfuscatedCode,false
