hasInstallScript,true
includeIP,false
useBase64Conversion,true
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,true
includeByteString,true
includeDomain,3
includeDomainInScript,0
useBuffer,true
useEval,false
useProcess,true
useProcessInScript,true
useFileSystem,true
useFileSystemInScript,true
useNetwork,true
useNetworkInScript,false
useProcessEnv,true
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,true
useOperatingSystem,true
includeObfuscatedCode,false
