hasInstallScript,false
includeIP,true
useBase64Conversion,false
useBase64ConversionInScript,false
includeBase64String,true
includeBase64StringInScript,false
includeByteString,true
includeDomain,3
includeDomainInScript,0
useBuffer,false
useEval,false
useProcess,false
useProcessInScript,false
useFileSystem,false
useFileSystemInScript,false
useNetwork,false
useNetworkInScript,false
useProcessEnv,false
useProcessEnvInScript,false
containSuspicousString,false
useEncryptAndEncode,false
useOperatingSystem,false
includeObfuscatedCode,false
