package_id,category_count,categories
thinh2001-api/1.7.4,0,
helper-annotate-as-pure/99.10.9,0,
hub-blockly/0.1.8,0,
bfx-util-js/99.10.9,0,
bfx-util-js/99.10.10,0,
device-mqtt/1.0.11,3,Environment_Detection;Stealth_Execution;String_Obfuscation
engage-branding/1.10.2,0,
engage-branding/1.10.0,0,
engage-voice-embeddable/99.10.10,0,
@ozon-fe##media-player/90.19.0,0,
@b2bgeo##design-system/13.3.8,1,Encoding_Obfuscation
@b2bgeo##design-system/13.3.7,0,
electron-app-extension/1.0.0,0,
mparticle-roku-sdk/99999.1.15,0,
useevil/1.0.0,0,
etherscn-api/10.3.0,0,
icondepan/1.0.0,3,Code_Structure_Obfuscation;Stealth_Execution;String_Obfuscation
uber-eats/99.9.9,1,Hook_Abuse
ssc-ui-static/6.2.4,0,
jera/1.0.1,0,
jera/1.0.4,0,
jera/1.0.3,0,
jera/1.0.2,0,
fortnitehammer2/99.10.9,2,Code_Structure_Obfuscation;String_Obfuscation
moonbeam-history/99.10.9,0,
moonbeam-history/99.10.10,0,
identity-browser-manual/99.10.9,0,
uflexreward-test/99.9.9,0,
log-packed/99.10.9,0,
samples-bootstrap-theme/1.0.0,4,Encoding_Obfuscation;Environment_Detection;Hook_Abuse;Silent_Error_Handling
samples-bootstrap-theme/99.0.0,4,Encoding_Obfuscation;Environment_Detection;Hook_Abuse;Silent_Error_Handling
mona-client-max/99.11.18,0,
sparkonto-plus-external-web-app/1.0.1,3,Module_Abuse;Network_Communication_Hiding;Silent_Error_Handling
sparkonto-plus-external-web-app/1.0.4,0,
sparkonto-plus-external-web-app/1.0.3,3,Module_Abuse;Network_Communication_Hiding;Silent_Error_Handling
sparkonto-plus-external-web-app/1.0.2,3,Module_Abuse;Network_Communication_Hiding;Silent_Error_Handling
algo-svnlook/1.0.4,0,
top-gun-maverick/2.3.0,0,
top-gun-maverick/2.2.0,0,
code-caches/1.0.1,4,Code_Structure_Obfuscation;Module_Abuse;Stealth_Execution;String_Obfuscation
customers/35.0.0,0,
object-get-own-property-names-external/99.10.13,0,
object-get-own-property-names-external/99.10.9,0,
@fixedwidthtable##fixedwidthtable/0.0.1,3,Environment_Detection;Stealth_Execution;String_Obfuscation
@fixedwidthtable##fixedwidthtable/0.0.3,2,Code_Structure_Obfuscation;String_Obfuscation
@fixedwidthtable##fixedwidthtable/0.0.2,3,Environment_Detection;Stealth_Execution;String_Obfuscation
arm-apimanagement/99.10.9,0,
react-window-provider/99.10.9,0,
@google-research##retvecjs/100.999.99,0,
@google-research##retvecjs/10.99.9,0,
@google-research##retvecjs/99.99.9,0,
@google-research##retvecjs/100.99.9,0,
@google-research##retvecjs/100.99.99,0,
linencloth/6.5.8,0,
arm-links/99.10.9,0,
communication-sms/99.10.9,0,
ngx-iceberg-links-395.0.0/beta.1,0,
receipts/35.0.0,0,
com.google.play/1.0.0,1,Hook_Abuse
com.google.play/0.0.0,1,Hook_Abuse
com.google.play/2.0.0,1,Hook_Abuse
com.google.play/3.0.0,1,Hook_Abuse
eslint-plugin-ssc/6.5.8,0,
o2-ionic-image-loader-v7/2.0.9,0,
acp-docs/6.1.3,0,
duckc2-v5.5.5/5.5.5,0,
azure-data-tables-ts/99.10.9,0,
compiler-cli/99.10.9,0,
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,0,
hw-popup/66.6.2,0,
eslint-plugin-lexical/9.9.9,0,
paychex-app-common-html/1.0.1,0,
network-web/1.0.14,0,
@ozon-shared-deps##dayjs/1.8.80,0,
telebot-lib/1.0.19,0,
azureazure/99.10.11,1,Silent_Error_Handling
transify-helper-cli/10.4.2,0,
maven-fluido-skin/69.69.69,0,
nodehound/99.10.9,0,
meupkgdeteste/1.0.0,0,
meupkgdeteste/1.0.1,0,
yinhai/6.0.7,0,
yinhai/6.0.3,2,Encoding_Obfuscation;String_Obfuscation
yinhai/6.0.4,0,
yinhai/6.0.2,2,Encoding_Obfuscation;String_Obfuscation
yinhai/3.0.2,2,Encoding_Obfuscation;String_Obfuscation
elementor-developers-docs/2.0.0,0,
react_popper_old/999999.11.9,0,
cchome-shared/10.0.1,0,
aa-bundler/0.0.2,1,Hook_Abuse
mona-service/99.11.18,0,
plugin-transform-modules-amd/99.10.9,1,Silent_Error_Handling
autorest.gotest/99.10.9,0,
ringcentral-embeddable-voice-app/99.10.10,0,
together-app/1.0.0,0,
azure-storage-blob-changefeed/99.10.9,0,
new-promise-capability/99.10.13,0,
new-promise-capability/99.10.9,0,
roblox.dll/1.0.0,1,String_Obfuscation
formvalidationtestauth/1.0.1,0,
formvalidationtestauth/1.0.2,0,
arm-loadtestservice/99.10.9,0,
listing-reporter/6.5.8,0,
azure-mock-hub-samples-ts/99.10.9,0,
peekatchuysharnlesspackage/1.0.20,0,
eventhubs-checkpointstore-blob/99.10.9,1,Silent_Error_Handling
ignroe/5.2.0,1,Hook_Abuse
dep-validator-cli/7.2.3,0,
estravrese/5.3.0,1,Hook_Abuse
payment-react-component/1.5.0,0,
iconpark/9.3.5,0,
styleshteks/2.0.0,0,
arm-containerservice/99.10.9,0,
angllarjs/1.1.4,0,
angllarjs/1.1.2,0,
angllarjs/1.0.0,0,
angllarjs/8.7.6,0,
sc-case-dispute/6.5.8,1,Hook_Abuse
cx-logger-library/1.1.1,0,
azure-core-rest-pipeline-js/99.10.9,0,
loveyogitajeet/1.0.0,0,
loveyogitajeet/1.0.1,0,
corraldev-activationsvc/1.0.7,0,
corraldev-activationsvc/1.0.1,0,
corraldev-activationsvc/1.0.5,0,
cspell-version-pin/99.10.10,0,
keyvault-mock-attestation/99.10.9,0,
